scorer,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145
8,749.61426,663.5625,1.0,839.3281,598.1406,0.34106445,878.33203,537.34375,0.59033203,891.3174,464.01562,0.87890625,913.2949,382.89453,0.8383789,911.80273,346.52344,0.8881836,902.65234,228.97119,0.6142578,761.8926,498.8291,0.3461914,914.5303,599.30273,0.19665527,828.8174,597.9248,0.2944336,864.18555,653.5801,0.5336914,789.24023,501.43262,0.53564453,809.959,479.3828,0.7089844,1003.47705,561.3867,0.87353516,981.45703,516.8364,0.7680664
9,734.70703,615.93164,0.89746094,841.41406,598.1406,0.47998047,892.27344,539.36865,0.33691406,917.501,468.31323,0.7104492,927.4785,391.63672,0.7241211,911.80273,350.17188,0.8330078,902.65234,235.90198,0.52197266,761.8926,498.8291,0.6328125,792.16797,503.05664,0.13549805,828.8174,597.9248,0.27563477,828.46484,653.5801,0.4609375,818.99023,508.70703,0.4892578,842.39355,487.54297,0.97558594,1010.20605,574.33594,0.8276367,999.7656,529.02344,0.78222656
10,734.70703,615.93164,0.80908203,841.41406,576.66406,0.33032227,911.9219,537.34375,0.32104492,941.8418,479.58984,0.9370117,956.6797,400.53125,0.81347656,932.47363,356.30884,0.859375,908.9951,246.32812,0.62646484,775.80273,500.82715,0.9111328,778.5205,503.05664,0.18164062,856.47656,632.2578,0.31884766,828.46484,636.7544,0.4284668,868.4529,534.9922,0.39990234,886.8789,507.18604,0.76953125,1010.39355,582.0801,0.5864258,1007.9492,542.12305,0.58740234
11,734.70703,615.93164,0.81933594,844.70703,574.6875,0.37109375,911.9219,537.34375,0.11694336,959.47266,493.66797,0.90771484,969.0508,409.59766,0.67285156,942.06445,367.23047,0.7338867,910.8613,259.4414,0.62158203,790.38086,500.82715,0.8051758,778.5205,503.05664,0.12548828,888.85156,638.39844,0.29077148,828.46484,636.7544,0.30004883,982.2539,589.93555,0.27319336,919.6387,544.0039,0.6064453,1012.51953,584.50977,0.46166992,1015.7637,550.0801,0.4560547
12,774.0176,695.4004,0.86328125,909.71484,576.66406,0.08843994,911.9219,546.08594,0.08477783,959.47266,514.125,0.80810547,979.67896,435.521,0.72802734,942.5137,384.90625,0.6899414,911.9961,269.88184,0.63720703,810.7256,568.9863,0.92578125,792.16797,644.8906,0.08770752,906.9297,714.21484,0.2770996,887.2168,676.583,0.37402344,1008.15625,598.5117,0.21228027,947.5654,561.7871,0.5600586,1012.51953,596.24133,0.6464844,1015.7637,559.2461,0.49145508
13,828.4026,775.85547,0.7270508,936.4336,610.3633,0.04949951,910.34375,578.0537,0.16052246,959.47266,535.46094,0.09277344,979.67896,456.5254,0.52197266,942.5137,400.4453,0.6801758,913.7324,279.43164,0.63964844,822.7754,642.41016,0.57470703,833.56445,692.2578,0.46362305,929.15625,714.21484,0.34765625,932.75146,676.583,0.38354492,1014.7656,618.1211,0.11883545,983.4629,571.5703,0.08453369,1017.4219,600.16797,0.65771484,1015.7637,565.74805,0.41870117
14,881.8535,816.5176,0.8798828,936.4336,706.0537,0.1161499,910.34375,617.7422,0.21887207,963.2954,565.9463,0.055114746,981.3037,464.17188,0.31225586,943.28125,415.08398,0.66552734,915.8445,292.292,0.6430664,833.3008,690.0039,0.6513672,867.5952,692.2578,0.52001953,1005.70996,714.21484,0.28198242,942.14844,737.47656,0.38867188,1027.7266,629.2158,0.1862793,1002.6748,577.35156,0.23352051,1029.7812,626.7031,0.7167969,1017.375,578.80273,0.58740234
15,903.875,817.70703,0.8564453,936.4336,727.56445,0.08331299,910.34375,635.96094,0.26538086,954.8281,565.9463,0.049987793,989.0713,466.18164,0.3479004,950.30664,427.87415,0.7475586,916.33276,307.91418,0.6489258,833.3008,701.33203,0.58251953,884.3296,644.8906,0.46142578,1005.70996,698.8506,0.08117676,989.57227,756.7085,0.09698486,1027.7266,632.0664,0.20117188,1007.7461,582.9922,0.34765625,1030.0039,633.3633,0.7363281,1017.375,585.13477,0.37890625
16,904.3672,817.70703,0.77490234,936.4336,727.56445,0.08496094,910.34375,639.2656,0.13842773,954.8281,592.28906,0.054840088,989.72363,476.45435,0.4416504,951.3789,433.87305,0.60253906,923.2134,309.5127,0.6455078,837.69336,704.1074,0.49316406,1001.1465,524.1824,0.49194336,1006.1719,698.6074,0.3400879,992.9297,737.47656,0.3605957,1027.7266,641.875,0.09716797,1007.7461,605.17285,0.20483398,1044.4275,634.8965,0.7446289,1021.7617,604.7837,0.32421875
17,915.5967,817.70703,0.75439453,937.9453,727.56445,0.10418701,910.34375,640.1758,0.18530273,963.2954,570.2422,0.08703613,989.72363,478.78906,0.38745117,956.8042,440.76953,0.68652344,927.7676,311.83203,0.62890625,844.55615,735.9922,0.2709961,1001.1465,524.1824,0.4814453,1014.3281,698.6074,0.28076172,1017.6914,739.4448,0.33740234,1027.7266,651.5198,0.13537598,1007.7461,607.1758,0.43701172,1045.5195,639.09766,0.6376953,1024.7832,606.21094,0.53271484
18,927.37305,811.86865,0.79589844,954.67773,757.0781,0.13500977,913.0508,652.5493,0.1340332,981.4844,574.84766,0.12249756,989.72363,484.87354,0.36816406,956.8042,445.8125,0.6611328,928.3379,324.59668,0.6660156,855.88477,735.9922,0.8442383,1001.1465,524.1824,0.33569336,1009.16016,698.8506,0.27954102,1010.4404,757.4551,0.38305664,1025.4277,651.5198,0.15234375,995.97253,614.2461,0.40820312,1061.8203,645.1426,0.7890625,1040.9258,611.40234,0.53808594
19,932.2031,805.7881,0.72265625,955.10645,727.0137,0.20910645,913.0508,652.5493,0.10247803,981.4844,574.84766,0.61621094,989.5654,486.73438,0.7416992,956.8042,448.2754,0.64404297,929.0469,325.13965,0.64404297,857.15625,735.9922,0.68652344,1009.58594,724.771,0.26586914,1009.16016,735.9746,0.49682617,1010.4404,757.4551,0.34814453,967.83594,651.5198,0.17407227,960.10156,614.2461,0.5498047,1061.8203,658.9863,0.82421875,1040.9258,625.8828,0.6333008
20,935.09766,805.7881,0.69433594,963.1216,727.0137,0.22595215,917.8613,659.6072,0.46899414,981.4844,575.3203,0.86279297,986.72266,492.3015,0.8154297,955.8578,451.4502,0.7446289,929.0469,334.4004,0.6328125,857.15625,725.51953,0.42700195,860.0625,724.771,0.2644043,1009.16016,756.129,0.3413086,1010.4404,757.4551,0.5678711,903.125,643.8766,0.7114258,906.9971,614.2461,0.73095703,1061.8203,673.5781,0.9736328,1040.9258,635.98535,0.6435547
21,944.52344,805.7881,0.8745117,955.10645,740.5654,0.5336914,917.8613,659.6072,0.46875,959.71484,575.3203,0.89404297,970.334,492.3015,1.0,952.791,451.4502,0.84228516,929.0469,338.45898,0.6230469,855.88477,725.51953,0.06085205,856.2539,724.771,0.23095703,979.4922,771.3535,0.66796875,979.85156,769.8008,0.40063477,812.90674,554.7744,0.17858887,842.24316,559.2383,0.3293457,1058.1191,673.5781,0.70166016,1038.1328,635.98535,0.47998047
22,945.2637,809.89453,0.84716797,954.67773,742.39844,0.5107422,917.8613,655.1289,0.65283203,932.4844,575.68555,0.53808594,946.0449,492.3015,0.95703125,940.32007,451.4502,0.8876953,928.7871,338.45898,0.59472656,855.88477,725.51953,0.08770752,856.2539,724.771,0.14111328,969.9375,771.3535,0.88183594,972.6221,769.8008,0.52490234,758.4219,544.31055,0.39941406,794.19824,546.64453,0.52978516,1021.5586,673.5781,0.7807617,999.3125,635.98535,0.8408203
23,945.2637,827.7627,0.8574219,938.6797,742.39844,0.5913086,911.1992,655.1289,0.5834961,912.64453,575.68555,0.47827148,922.77637,492.2351,0.85253906,922.73145,450.4414,0.8720703,927.0625,334.4004,0.6557617,841.56055,718.6328,0.07885742,981.70996,721.69336,0.23010254,936.0547,773.1172,0.47460938,947.909,771.1465,0.27416992,733.0664,544.31055,0.40454102,784.6133,546.64453,0.7832031,1019.13086,676.8667,0.65722656,997.23145,634.39844,0.7348633
24,945.791,844.33936,0.9873047,916.8906,745.89453,0.40429688,906.8096,659.6072,0.6586914,904.8867,575.68555,0.4736328,902.89844,485.81445,1.0,918.1836,446.75586,0.7734375,925.77637,326.48633,0.6879883,841.56055,724.8789,0.3630371,981.70996,721.69336,0.69921875,878.13086,776.6543,0.36767578,930.33105,772.90137,0.24365234,733.0664,544.31055,0.28686523,784.6133,546.64453,0.76171875,1005.5342,676.8667,0.8256836,991.3887,630.2949,0.79296875
25,945.791,847.4531,0.8300781,914.4873,745.89453,0.22570801,906.8096,664.33984,0.36328125,891.998,569.2383,0.30786133,895.6504,482.49707,0.68066406,915.4971,445.49512,0.7558594,921.5078,325.5537,0.64746094,982.83984,724.8789,0.27319336,982.72266,725.4248,0.7607422,878.13086,776.6543,0.7001953,885.71094,772.90137,0.19909668,733.0664,558.37305,0.61328125,784.6133,551.1133,0.8989258,943.14453,676.8667,0.32080078,940.13684,630.2949,0.6308594
26,945.2637,848.7637,0.9223633,914.4873,754.77734,0.3095703,904.0039,680.125,0.13391113,888.1992,568.7715,0.51904297,886.625,482.49707,0.5957031,905.83203,443.22314,0.7475586,921.6797,324.24976,0.61816406,997.0967,724.8789,0.28442383,996.0504,726.5781,0.8334961,875.90625,748.0469,0.47021484,879.8535,756.43945,0.4892578,743.03125,624.03125,0.5024414,785.0625,584.6094,0.3605957,936.3789,684.5864,0.20410156,909.8252,634.39844,0.6386719
27,928.666,849.80273,0.94433594,916.8906,754.77734,0.25073242,904.0039,694.9258,0.24353027,888.1992,568.7715,0.39038086,886.625,482.49707,0.8286133,905.83203,443.1548,0.73583984,925.77637,310.82812,0.57910156,997.0967,724.8789,0.49780273,996.0504,726.5781,0.5136719,875.90625,749.2539,0.39892578,885.71094,756.43945,0.24658203,787.9297,684.1338,0.60302734,814.52344,624.60547,0.28808594,931.69336,698.7656,0.7216797,909.8252,639.0742,0.54589844
28,942.3965,849.80273,0.99609375,922.14844,754.77734,0.30151367,917.36523,694.9258,0.18835449,888.1992,568.7715,0.25317383,886.625,483.5432,0.6948242,905.83203,442.06836,0.7363281,925.77637,310.82812,0.484375,997.20703,730.6426,0.5209961,996.2986,731.97876,0.4807129,875.90625,720.5117,0.2944336,920.2031,749.375,0.31860352,837.2334,691.3042,0.8334961,855.4512,645.7197,0.7001953,931.69336,698.7656,0.65283203,909.8252,647.3164,0.6435547
29,942.3965,849.80273,0.9355469,934.31445,754.77734,0.4169922,919.2754,686.84375,0.23181152,914.16016,591.47266,0.29956055,918.7617,483.5432,0.80859375,933.834,442.06836,0.8359375,939.39746,322.5039,0.5810547,999.6543,730.6426,0.07293701,998.4414,731.97876,0.20593262,895.3281,715.29346,0.29467773,920.2031,722.9453,0.59277344,870.9043,692.1846,0.52978516,886.43164,645.7197,0.68310547,936.3789,695.1836,0.40112305,918.0742,647.3164,0.6694336
30,942.3965,842.47754,1.0,934.55664,754.77734,0.14733887,930.21875,682.1494,0.25097656,933.98145,593.2422,0.40063477,932.76953,483.5432,0.99609375,938.1797,443.1548,0.83203125,941.98926,322.5039,0.67089844,997.0967,730.6426,0.4428711,998.4414,731.97876,0.453125,918.03906,715.29346,0.25830078,965.0996,714.7832,0.18408203,909.77734,692.1846,0.33666992,918.2246,645.7197,0.85498047,938.70703,695.1836,0.52197266,938.16895,647.3164,0.8100586
31,976.1504,842.2637,0.9790039,961.88477,738.04004,0.41625977,955.1289,682.1494,0.19067383,947.1958,593.2422,0.42797852,946.9131,483.5432,0.83984375,945.0488,442.06836,0.8442383,944.8047,322.5039,0.5288086,990.5703,725.8086,0.19470215,998.4414,724.1875,0.36767578,960.65234,711.5879,0.2993164,965.69336,702.2383,0.26586914,940.4719,692.1846,0.41625977,941.2207,645.68164,0.8066406,964.562,685.7451,0.45703125,955.0249,634.9199,0.7241211
32,1014.834,833.00195,1.0,977.59766,725.6992,0.21411133,955.1289,660.25586,0.09442139,974.05273,591.47266,0.46118164,967.2793,483.5432,0.9663086,956.0861,440.25,0.89941406,953.3633,322.5039,0.6074219,964.09686,725.8086,0.045654297,998.4414,724.1875,0.20446777,988.6157,687.65234,0.24084473,985.35156,690.79004,0.23718262,983.31836,685.9453,0.23828125,977.28516,640.2324,0.5292969,987.3086,684.2578,0.37768555,987.75,629.23535,0.6796875
33,1041.875,816.7344,1.0,996.55615,719.51953,0.2536621,967.6992,117.51953,0.11053467,988.9287,591.4453,0.53271484,985.6914,482.68164,0.86376953,964.7251,439.4922,0.8051758,958.5332,311.08398,0.57470703,953.9707,707.9606,0.14404297,1009.6289,694.7656,0.10284424,992.0664,687.65234,0.15478516,996.28125,690.79004,0.113220215,994.7949,677.00684,0.33789062,990.22656,638.2422,0.6074219,1003.10254,675.5757,0.70947266,1004.9053,626.2578,0.7055664
34,1069.127,783.41797,1.0,999.88086,709.3789,0.27124023,967.6992,117.51953,0.06640625,999.8613,585.9297,0.4020996,1004.0668,482.35547,0.7919922,977.91797,435.57422,0.79248047,968.27344,308.3606,0.5175781,953.9707,68.81152,0.11376953,967.14453,228.99512,0.17980957,997.20215,687.65234,0.26220703,1000.55664,690.79004,0.21130371,997.1904,675.38525,0.18835449,997.0576,632.46094,0.62597656,1010.84375,661.22656,0.3178711,1017.38086,614.8965,0.6533203
35,1088.5742,766.03125,0.9423828,1015.4043,709.3789,0.2644043,967.6992,648.125,0.09112549,1006.2832,582.7422,0.5126953,1006.12305,468.85303,0.82470703,983.53516,431.01562,0.7636719,972.50684,296.14844,0.5371094,953.9707,316.73438,0.042999268,967.14453,694.7656,0.029067993,1039.002,690.28906,0.25732422,1041.0645,691.88214,0.33496094,998.0293,669.3242,0.4958496,1000.16797,628.5635,0.7026367,1010.84375,660.6118,0.57470703,1017.38086,612.3291,0.78808594
36,1111.707,742.46875,0.9633789,1018.1719,698.71875,0.3239746,1017.0469,646.4219,0.14587402,1006.2832,576.27734,0.46362305,1006.83984,463.0586,0.77001953,985.75977,425.73633,0.7788086,972.5298,294.45898,0.56347656,953.9707,316.73438,0.0647583,1050.1445,703.0332,0.072265625,1042.043,690.28906,0.32641602,1042.5879,691.88214,0.5307617,998.0293,661.7637,0.52783203,1000.16797,618.83203,0.64746094,1010.84375,656.9492,0.49560547,1017.38086,604.02344,0.73779297
37,1120.5371,721.4414,0.9633789,1019.6555,694.2129,0.14001465,1017.0469,646.4219,0.111694336,1006.2832,574.64844,0.48706055,1006.83984,461.56445,0.69677734,985.75977,422.4336,0.8383789,976.68945,291.74683,0.5932617,953.9707,138.16016,0.08709717,1050.3525,694.7656,0.1574707,1047.75,690.28906,0.20910645,1046.7559,691.88214,0.4111328,998.0293,660.0321,0.52246094,1000.16797,618.4961,0.51464844,1007.8672,656.07227,0.43725586,1015.27734,603.5928,0.7661133
38,1130.3242,706.0947,0.9394531,1024.375,661.6992,0.15637207,999.7617,648.125,0.1517334,1002.3467,571.72266,0.4663086,1006.12305,459.78955,0.79248047,983.9004,419.86682,0.9160156,976.83984,285.50586,0.57958984,661.9287,138.36914,0.07305908,1058.4912,612.9971,0.095581055,1047.75,660.38477,0.27368164,1046.7559,657.2207,0.53466797,989.38086,658.1533,0.41210938,992.97656,615.8496,0.7597656,1007.72266,652.09076,0.47436523,1007.04297,601.959,0.7841797
39,1130.3242,700.2179,0.96191406,1024.375,660.72266,0.27172852,999.7617,646.4219,0.095336914,992.6719,570.5,0.59375,1005.2656,458.4453,0.87939453,983.9004,417.92188,0.8432617,976.83984,285.50586,0.56884766,661.9287,316.73438,0.14672852,1062.8594,612.9971,0.6381836,1047.75,657.4043,0.28833008,1046.7559,657.2207,0.4584961,983.46875,658.0908,0.35986328,982.27734,612.875,0.7285156,997.0488,650.44434,0.5029297,998.85547,599.14844,0.8300781
40,1130.3242,694.1621,0.9042969,1019.6555,660.05396,0.2121582,999.7617,636.2471,0.20715332,984.22656,565.9199,0.49023438,999.9922,456.67383,0.88378906,982.87305,416.09375,0.80810547,977.25977,285.50586,0.53466797,668.3906,604.95996,0.1796875,1066.6973,606.20703,0.73535156,1010.8828,653.53906,0.14990234,1013.4844,650.8496,0.4477539,974.1172,654.3086,0.3317871,971.44434,609.4414,0.7001953,982.2871,646.43164,0.3623047,985.5781,594.8662,0.7163086
41,1125.3369,694.1621,1.0,1016.5742,653.34375,0.18432617,999.7617,43.504883,0.17553711,972.4888,564.07996,0.5263672,992.6367,452.20923,0.89697266,978.3213,412.53076,0.84814453,976.83984,290.68164,0.50341797,668.3906,604.95996,0.26611328,1066.6973,606.20703,0.7944336,980.9922,643.95703,0.31811523,1013.4844,645.65234,0.43481445,966.68164,650.5781,0.25268555,960.875,603.08984,0.56152344,979.6765,640.28125,0.390625,977.1074,594.6201,0.8305664
