scorer,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145
bodyparts,snout tip,snout tip,snout tip,centre front,centre front,centre front,centre centre,centre centre,centre centre,centre back,centre back,centre back,anogenital region,anogenital region,anogenital region,base-of-tail,base-of-tail,base-of-tail,mid-tail,mid-tail,mid-tail,left ear,left ear,left ear,right ear,right ear,right ear,left front paw,left front paw,left front paw,right front paw,right front paw,right front paw,left back paw,left back paw,left back paw,left back knee,left back knee,left back knee,right back paw,right back paw,right back paw,right back knee,right back knee,right back knee
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,973.5117,809.2051,0.9008789,995.7273,672.28516,0.2548828,1030.6445,554.2539,0.080200195,1009.53906,492.6919,0.39990234,986.08984,389.1914,0.8154297,956.40015,357.8086,0.80908203,920.46094,213.59277,0.50634766,886.53516,692.7529,0.7167969,892.9297,693.3799,0.12200928,1045.4766,638.8574,0.43554688,1051.9034,620.9404,0.43676758,978.72363,566.7363,0.78027344,983.7793,515.92914,0.81591797,1107.0713,548.8882,0.9682617,1075.7476,510.25195,0.7285156
1,975.334,821.3047,0.9042969,1014.51953,672.3047,0.3154297,1030.6445,568.5371,0.1965332,1026.8115,496.98242,0.5546875,1004.3613,395.72607,0.8071289,972.58984,362.94336,0.6850586,929.88086,227.1001,0.5673828,902.69336,696.9336,0.6723633,892.9297,697.81836,0.14978027,1061.2461,640.83594,0.42749023,1068.1523,636.84375,0.46606445,982.4531,569.95703,0.921875,986.9033,520.8457,0.84814453,1127.5781,553.85547,0.89697266,1096.2363,516.353,0.76708984
2,975.334,831.6367,0.88623047,1014.51953,682.46094,0.39379883,1030.6445,579.4883,0.52001953,1027.2891,502.66602,0.71484375,1004.9072,404.42456,0.76416016,972.79785,369.12695,0.7451172,931.53955,229.375,0.60253906,902.69336,704.3281,0.7011719,892.9297,707.03564,0.111694336,1061.2461,654.1074,0.421875,1068.1523,656.25977,0.4501953,983.7793,571.9936,0.92626953,988.2136,523.01514,0.94677734,1140.5708,554.7754,0.9404297,1110.3008,516.6406,0.8286133
3,977.1836,831.6367,0.84033203,1014.51953,690.44434,0.27539062,1027.4087,592.3711,0.421875,1027.2891,505.44727,0.5361328,1004.9072,407.1328,0.88427734,974.18555,373.33594,0.7890625,932.32153,230.13281,0.5073242,902.69336,710.9082,0.5732422,910.40625,943.2246,0.13171387,1061.2461,678.96094,0.7475586,1068.1523,686.0039,0.5,986.5039,572.84814,0.85791016,988.2136,527.3008,0.9394531,1140.5708,558.25977,0.9555664,1110.3008,517.99805,0.7998047
4,975.334,831.6367,0.9375,1008.9961,692.58154,0.25048828,1021.5322,599.9961,0.46435547,1026.8115,515.1582,0.52783203,1004.9072,407.48242,0.7919922,974.18555,373.83594,0.84228516,932.32153,230.59766,0.54833984,889.0957,718.66406,0.74365234,875.35156,943.2246,0.15454102,1039.5352,709.5625,0.6323242,1047.4961,717.2715,0.5239258,983.7793,574.5508,0.79296875,986.9033,529.7031,0.83447266,1140.5708,558.31836,0.96240234,1110.3008,518.1621,0.87597656
5,975.1797,830.33594,0.5913086,995.6367,695.79297,0.42236328,1005.9531,626.2246,0.22290039,1020.32153,515.9271,0.44384766,1004.51807,417.3672,0.61816406,972.79785,376.70508,0.75927734,929.88086,231.55664,0.5239258,881.1426,731.84485,0.9746094,855.98047,943.2246,0.15942383,1026.8105,725.3037,0.6381836,1037.4541,726.3047,0.4362793,982.4531,580.6587,0.89501953,986.0293,532.15295,0.83691406,1127.0625,560.31445,1.0,1103.1094,518.7383,0.8515625
6,970.3047,829.375,0.7890625,987.48145,699.5005,0.41357422,977.3633,627.4082,0.1550293,993.6758,524.4038,0.37670898,979.0303,421.93945,0.46850586,950.8535,383.50586,0.8051758,921.20703,231.71094,0.47631836,873.18164,736.5469,0.9628906,855.98047,742.41797,0.14709473,1004.5625,725.71094,0.5834961,1030.1797,727.4531,0.49389648,961.7988,580.6587,0.8261719,962.68945,538.833,0.78125,1108.0284,569.4922,0.96191406,1081.5449,526.8613,0.8691406
7,946.3291,824.5469,0.9169922,958.64453,699.5005,0.5620117,948.0404,627.4082,0.3251953,960.58984,532.7744,0.61865234,957.31445,431.60938,0.67529297,931.4287,389.52734,0.85058594,909.3408,246.63867,0.4741211,854.4004,737.5664,0.77783203,855.98047,742.41797,0.24365234,969.71875,734.5664,0.66503906,1001.73047,732.38525,0.6386719,911.91016,580.6587,0.96240234,919.1699,538.833,0.79003906,1094.6758,584.61914,0.85595703,1061.9658,548.2079,0.81689453
