scorer,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145
bodyparts,snout tip,snout tip,snout tip,centre front,centre front,centre front,centre centre,centre centre,centre centre,centre back,centre back,centre back,anogenital region,anogenital region,anogenital region,base-of-tail,base-of-tail,base-of-tail,mid-tail,mid-tail,mid-tail,left ear,left ear,left ear,right ear,right ear,right ear,left front paw,left front paw,left front paw,right front paw,right front paw,right front paw,left back paw,left back paw,left back paw,left back knee,left back knee,left back knee,right back paw,right back paw,right back paw,right back knee,right back knee,right back knee
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1018.1123,607.71875,0.9194336,957.28125,567.71484,0.43139648,931.5703,511.81445,0.11932373,943.0781,456.6875,0.62158203,943.4531,388.64844,0.31835938,938.58594,332.6714,0.8808594,941.50195,195.80493,0.43066406,951.33984,382.7539,0.19360352,953.6328,381.84277,0.54833984,915.05615,530.3291,0.49414062,941.5625,548.375,0.6357422,932.28516,547.2124,0.26098633,931.4912,480.30273,0.9296875,947.20703,530.35547,0.30371094,952.6719,484.448,0.90283203
1,1033.7773,607.71875,0.7290039,962.61914,567.71484,0.4248047,947.0078,516.9961,0.14782715,948.542,456.6875,0.60546875,954.1836,388.64844,0.39526367,938.58594,332.6714,0.8227539,941.50195,195.80493,0.51464844,951.33984,382.7539,0.2746582,953.6328,381.84277,0.5419922,920.6133,532.6875,0.4753418,950.9707,548.8618,0.27001953,942.6875,547.2124,0.3034668,938.4346,480.30273,0.7817383,948.8745,530.666,0.41674805,959.72266,484.448,0.9975586
2,1061.8379,607.71875,0.72314453,968.5469,567.71484,0.25683594,949.7207,516.9961,0.11114502,950.1621,456.6875,0.6040039,955.2241,388.64844,0.46899414,938.58594,332.6714,0.88964844,941.50195,195.80493,0.52734375,951.33984,382.7539,0.12915039,953.8965,381.84277,0.3618164,941.375,540.2798,0.2915039,956.5703,548.8618,0.31054688,947.001,547.2124,0.4543457,939.4785,480.30273,0.7260742,950.28906,532.4922,0.25073242,959.83203,484.448,0.9633789
3,1061.8379,553.96484,0.7338867,980.81836,546.91406,0.20629883,974.1719,511.81445,0.22387695,950.1621,453.13574,0.6489258,957.0205,385.26367,0.44335938,934.22266,327.50977,0.78271484,937.0293,183.81055,0.59375,951.33984,381.625,0.06298828,953.8965,379.49805,0.41479492,944.38477,540.2798,0.31030273,996.73975,548.8618,0.62890625,947.001,541.60645,0.46533203,939.4785,478.9922,0.6191406,950.28906,532.4922,0.18347168,959.83203,479.96484,0.78222656
4,1061.8379,514.0879,0.8466797,980.81836,543.9375,0.22595215,974.1719,507.52588,0.15563965,948.6914,451.05713,0.54541016,957.0205,384.92773,0.44482422,933.70605,323.41455,0.8383789,933.83105,183.16797,0.5419922,950.2461,375.04102,0.06384277,953.6328,372.71582,0.3605957,947.0669,540.2798,0.20483398,996.73975,530.10156,0.53515625,947.001,537.1094,0.46142578,939.4785,476.7661,0.64404297,950.28906,532.4922,0.14953613,959.72266,476.99707,0.69921875
5,1059.5442,487.39453,0.80566406,980.81836,528.4219,0.15686035,978.8047,507.52588,0.15673828,948.542,448.1504,0.53808594,954.1836,381.91406,0.31982422,931.4614,320.91406,0.8378906,930.58887,182.21484,0.61621094,950.2461,375.04102,0.091796875,953.8965,372.71582,0.4741211,947.0669,532.147,0.3154297,996.73975,512.78125,0.52734375,945.2383,531.92444,0.4267578,935.6504,472.84766,0.6767578,950.28906,526.8008,0.19152832,958.08203,472.78125,0.7470703
6,1050.0254,487.39453,0.6323242,979.2163,525.8711,0.18054199,974.1719,506.9541,0.13635254,946.46875,448.1504,0.45825195,949.4375,379.35156,0.26000977,927.1504,317.6045,0.91259766,925.7334,178.95996,0.51904297,952.3867,375.04102,0.15673828,955.4346,372.71582,0.3762207,944.38477,532.147,0.1932373,961.2207,512.78125,0.27148438,940.1096,528.3711,0.2993164,933.9336,472.84766,0.7236328,950.28906,519.7793,0.4099121,958.08203,467.1621,0.7714844
7,1049.1914,487.39453,0.7685547,976.35547,528.4219,0.17346191,958.46875,506.9541,0.08996582,944.91406,448.1504,0.43798828,942.1699,378.79688,0.4333496,921.8965,315.46143,0.7944336,920.87695,173.77246,0.5126953,952.3867,369.96094,0.38183594,1017.7363,493.88184,0.42651367,932.56445,532.147,0.24328613,946.52734,502.83984,0.43041992,936.2617,528.3711,0.33129883,932.97656,472.84766,0.62646484,959.8906,503.9004,0.3239746,955.5178,466.2373,0.70410156
