scorer,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145,DLC_Resnet101_HindLimbClaspingSep14shuffle1_snapshot_best-145
8,1293.7119,728.6543,0.83251953,1143.0449,633.27734,0.08984375,1118.5508,563.6328,0.34423828,1058.294,484.46338,0.1574707,1065.916,416.4297,0.6875,1095.2617,376.4336,0.63427734,1125.1113,243.96146,0.54296875,1012.3281,567.16797,0.09387207,1270.5625,599.4824,0.6899414,1171.9873,714.03613,0.31567383,1143.5625,669.8037,0.28149414,1044.2188,607.3535,0.38208008,1039.2227,557.58594,0.43408203,1079.8242,585.8887,0.57470703,1065.3945,533.58594,0.41601562
9,1293.7119,772.8452,0.90625,1093.0703,633.27734,0.07421875,1138.8662,580.98193,0.23901367,1064.5977,484.46338,0.068481445,1074.1641,426.96094,0.25268555,1100.2827,391.4961,0.78222656,1125.1113,258.53516,0.57128906,1060.7236,668.6079,0.2232666,1270.5625,599.4824,0.4020996,1171.9873,714.03613,0.22290039,1093.2803,663.3008,0.1505127,1070.002,608.4043,0.4099121,1062.8125,563.4204,0.7392578,1080.7578,610.9248,0.21777344,1068.8491,562.2988,0.19458008
10,1248.0586,772.8452,0.8330078,1093.0703,626.2617,0.092041016,1138.8662,580.98193,0.18286133,1135.2852,484.46338,0.059295654,1083.9543,448.26367,0.23034668,1107.0791,401.51367,0.7026367,1124.919,262.14844,0.4921875,1223.6309,668.6079,0.29882812,1270.5625,659.58594,0.35961914,1091.6289,714.03613,0.24365234,1086.3359,650.9492,0.25195312,1070.002,616.7344,0.5131836,1062.8125,576.89453,0.80615234,1080.7578,610.9248,0.35717773,1076.3223,572.41406,0.26245117
11,1195.4028,772.8452,0.87597656,1077.1719,612.4866,0.085876465,1138.8662,584.4492,0.18774414,1135.2852,518.18945,0.07159424,1085.0195,448.26367,0.25854492,1110.2656,410.19434,0.6430664,1121.0898,262.14844,0.5576172,1223.6309,662.91797,0.5180664,1239.2031,668.6284,0.38598633,1086.7676,658.64453,0.38232422,1086.3359,645.6094,0.3630371,1070.002,616.7344,0.39233398,1062.8125,576.89453,0.53125,1082.6787,610.9248,0.13415527,1076.8398,572.41406,0.15332031
12,1140.8755,765.9053,0.7426758,1077.1719,590.8379,0.105285645,1129.0391,588.25,0.08691406,1135.2852,518.18945,0.09899902,1085.0195,451.58862,0.67822266,1110.2656,411.26465,0.70458984,1108.7373,273.80273,0.5498047,1223.6309,662.91797,0.5727539,1205.9531,668.6284,0.31347656,1086.7676,657.4922,0.31420898,1086.3359,642.2363,0.32128906,1055.5254,619.48145,0.1862793,1052.9854,579.46484,0.36767578,1082.6787,618.53906,0.19067383,1076.8398,578.96484,0.39404297
13,1107.104,765.9053,0.8046875,1061.9512,590.8379,0.17224121,1073.3438,584.4492,0.071777344,1083.1201,518.18945,0.34765625,1083.9543,451.73877,0.58740234,1107.0791,415.11523,0.7475586,1105.4609,266.1836,0.56689453,1190.125,662.4199,0.52978516,1171.6521,663.3086,0.6298828,1041.6738,646.9492,0.23986816,1086.3359,642.2363,0.14538574,1010.39453,621.94824,0.60498047,1025.3594,581.60547,0.7739258,1082.6787,618.53906,0.4946289,1076.3223,578.96484,0.6928711
14,1104.3242,765.9053,0.9267578,1061.9512,566.8086,0.12976074,1051.604,594.4053,0.09875488,1029.2842,535.4082,0.12176514,1044.5273,455.36523,0.3112793,1073.6289,421.27637,0.6225586,1084.5303,266.1836,0.43481445,1160.9336,662.08984,0.39697266,1171.6521,663.3906,0.5073242,1041.2051,646.9492,0.30859375,1040.2422,640.2246,0.4675293,996.3047,621.94824,0.4543457,1001.4297,579.46484,0.58984375,996.5093,621.52344,0.2244873,1019.2363,578.96484,0.27954102
15,1089.3691,768.64844,0.9375,997.8672,566.8086,0.105529785,1031.793,601.0625,0.0725708,996.08594,535.4082,0.081848145,1008.4219,457.08008,0.296875,1037.6836,432.42188,0.47631836,1065.291,279.32617,0.49682617,1127.2363,662.08984,0.4951172,1162.7422,663.3906,0.53027344,994.94434,646.9492,0.26342773,990.65625,640.2246,0.24279785,989.9004,604.6948,0.37695312,954.79297,571.6958,0.29101562,991.3906,621.52344,0.43774414,978.35156,578.96484,0.30639648
16,1053.9336,768.64844,1.0,990.75977,590.8379,0.1204834,1029.959,601.0625,0.0793457,972.1172,535.4082,0.2709961,980.03406,458.83398,0.51708984,1013.63965,432.42188,0.5527344,1051.0376,291.05957,0.49609375,1090.8789,662.08984,0.42651367,1095.373,663.3086,0.37182617,942.16797,649.5703,0.27294922,973.48047,642.2363,0.25805664,909.292,609.93945,0.3942871,921.94336,567.2461,0.4099121,976.8379,621.52344,0.20214844,960.0469,578.96484,0.37426758
17,1032.8789,768.64844,1.0,976.2031,666.2969,0.080444336,1011.3242,594.4961,0.12219238,948.85205,531.1621,0.4255371,961.3574,458.83398,0.65234375,996.27,432.42188,0.6088867,1037.5283,291.05957,0.6020508,1090.8789,664.22656,0.26245117,1078.3535,663.3086,0.5625,928.8867,649.5703,0.32983398,926.76953,646.8496,0.25146484,861.5156,609.93945,0.5810547,879.0918,567.2461,0.54833984,967.09375,612.4905,0.73291016,953.3906,571.6443,0.5800781
18,1032.8789,755.1797,0.92626953,963.83984,666.2969,0.117614746,933.53906,596.3176,0.26220703,922.40625,526.84375,0.671875,941.6045,457.08008,0.6308594,977.14844,430.6797,0.78808594,1028.3684,291.05957,0.5541992,1082.7275,664.22656,0.27026367,1075.644,662.33203,0.6381836,920.5801,672.94336,0.19689941,926.11914,672.7754,0.18701172,821.8574,609.93945,0.73876953,838.71875,567.2461,0.7270508,962.751,576.4414,0.93847656,945.87305,542.4199,0.5756836
19,1032.8789,699.5344,0.82470703,963.83984,666.2969,0.23266602,909.06836,596.3176,0.33496094,894.21094,526.84375,0.6611328,909.33984,456.41602,0.67041016,950.6953,425.14258,0.69873047,1015.0449,291.05957,0.5136719,1078.0938,664.22656,0.14208984,1063.1465,636.23083,0.7416992,920.5801,694.709,0.25268555,926.11914,693.84375,0.2709961,792.8203,615.81445,0.76953125,811.91815,572.7578,0.85302734,954.0576,551.58594,0.8305664,939.0547,522.9238,0.6508789
20,1033.8438,640.2754,0.5727539,963.83984,659.41016,0.32788086,909.06836,596.3176,0.28833008,878.65625,526.84375,0.81396484,895.5625,456.41602,0.7207031,927.25195,425.14258,0.78466797,997.7881,279.60742,0.6176758,1078.0938,653.66016,0.08380127,1063.1465,544.96875,0.59472656,920.5801,698.1211,0.2824707,926.11914,698.5039,0.25512695,781.8428,622.4336,0.88183594,793.47656,577.16016,0.83935547,954.0576,522.7207,1.0,939.0547,498.98633,0.5551758
21,1060.9839,640.2754,0.71240234,968.1289,659.41016,0.47875977,909.06836,596.56836,0.29833984,878.65625,530.33984,0.7402344,895.5625,456.41602,0.69140625,927.25195,425.14258,0.7475586,996.3833,279.54297,0.58447266,1072.0625,653.66016,0.45483398,1068.1797,544.96875,0.89501953,951.2461,698.1211,0.3046875,952.90625,698.5039,0.30151367,781.8428,631.3164,0.7841797,793.47656,583.45703,0.7973633,954.0576,522.7207,0.77978516,939.0547,498.98633,0.5805664
22,1084.7783,640.2754,0.68603516,986.22266,659.41016,0.28076172,924.81396,627.43066,0.25439453,878.65625,543.9297,0.6010742,895.5625,462.06445,0.7573242,927.25195,431.51953,0.8417969,996.3833,279.60742,0.50683594,1072.0625,641.9844,0.11663818,1068.1797,544.96875,0.83935547,982.6367,722.7998,0.63134766,984.7656,723.9549,0.328125,781.8428,652.4453,0.8227539,793.47656,600.19336,0.79589844,967.7617,522.7207,0.5727539,946.88574,498.98633,0.58984375
23,1113.4766,680.72266,0.7416992,1037.418,688.7344,0.40283203,929.0176,632.4922,0.3400879,905.03906,552.88477,0.6152344,910.0332,474.30566,0.7363281,944.08594,439.08984,0.76708984,996.3833,292.48706,0.47851562,1072.0625,641.9844,0.118652344,1091.2192,565.04395,0.578125,1068.3906,760.2969,0.51220703,1015.38477,758.3125,0.42578125,811.9247,670.75977,0.6879883,819.0962,611.7197,0.87646484,1001.3418,526.0625,0.86816406,973.5322,508.35913,0.6196289
24,1147.5264,759.0039,0.91259766,1046.0742,737.8711,0.22473145,959.0156,661.5664,0.4489746,926.5508,568.6328,0.6899414,931.3638,485.32715,0.80566406,965.5029,447.7539,0.78271484,1004.5029,294.7461,0.4633789,1072.0625,655.1543,0.18151855,1121.2168,623.47656,0.58251953,1087.2539,816.9883,0.3857422,1026.4951,785.1406,0.35180664,855.5156,687.05273,0.6035156,852.1726,631.7461,0.78222656,1015.69336,566.5762,0.609375,990.666,541.3242,0.87841797
25,1175.5703,819.5879,0.90722656,1097.6367,768.8203,0.15441895,988.13684,661.5664,0.49560547,952.1289,579.1255,0.7807617,957.7822,491.3999,0.7260742,989.4668,451.09375,0.89990234,1018.4414,294.7461,0.5288086,1117.3506,679.76953,0.2006836,1159.1895,671.28906,0.5385742,1087.2539,816.9883,0.38720703,1036.8438,785.1406,0.33374023,886.03906,697.08594,0.44628906,878.63477,640.0996,0.6801758,1046.2324,595.209,0.79003906,1017.50195,562.30664,0.6879883
26,1185.8438,857.09375,0.9038086,1108.7231,768.8203,0.17785645,1020.355,661.5664,0.41381836,975.41016,588.84033,0.6010742,972.6328,503.5703,0.5800781,1001.9336,460.08325,0.84521484,1020.94385,295.5039,0.4169922,1195.786,708.3203,0.19812012,1200.2324,712.1992,0.4958496,1087.2539,816.9883,0.38671875,1036.8438,792.2969,0.29467773,906.4238,704.916,0.5966797,905.27344,657.03516,0.7636719,1047.1602,622.8125,1.0,1024.5352,586.91406,0.7680664
27,1185.8438,857.09375,0.9423828,1110.75,768.8203,0.17163086,1041.0059,655.82227,0.44873047,1007.48047,588.84033,0.5859375,1000.91406,503.5703,0.7270508,1025.8008,462.8086,0.79248047,1031.7148,306.63184,0.47607422,1220.2072,722.16016,0.22875977,1209.8945,723.5156,0.4267578,1066.8398,763.2705,0.30786133,1036.8438,785.1406,0.38378906,912.3164,704.916,0.9008789,924.7368,657.03516,0.828125,1079.6465,622.9824,0.9785156,1057.2773,587.1387,0.74902344
28,1185.8438,857.09375,0.9291992,1110.75,760.47656,0.12841797,1062.3145,655.82227,0.45141602,1020.6738,588.84033,0.6225586,1020.03644,503.5703,0.6381836,1040.5391,462.8086,0.79833984,1041.998,306.63184,0.5004883,1220.2072,722.16016,0.11383057,1223.4766,723.5156,0.41601562,1065.875,759.5801,0.38305664,1065.1504,763.2495,0.2919922,928.625,704.916,0.6855469,945.3789,657.03516,0.71191406,1079.6465,625.6758,0.9111328,1057.2773,590.9492,0.62060547
29,1179.5586,832.3242,0.67041016,1110.75,741.93164,0.12854004,1066.8252,655.82227,0.2841797,1020.6738,585.7031,0.60302734,1020.03644,502.00586,0.59765625,1040.5391,462.8086,0.85009766,1043.1191,306.63184,0.4885254,1220.2072,722.16016,0.18237305,1223.4766,723.5156,0.38256836,1047.1953,758.041,0.5776367,1065.1504,760.3535,0.43481445,942.80664,704.916,0.7890625,954.80664,651.7229,0.6948242,1079.6465,628.7339,0.7729492,1057.2773,593.4199,0.5620117
30,1164.4111,790.93555,0.69433594,1087.7344,725.77734,0.12670898,1066.8252,668.4243,0.10205078,1020.6738,585.7031,0.34423828,1020.03644,496.02344,0.7714844,1040.5391,454.75195,0.7709961,1043.1191,306.63184,0.49609375,1219.7346,707.79297,0.41918945,1223.4766,707.9745,0.5058594,1047.1953,753.52344,0.35717773,1065.1504,746.084,0.36767578,961.26953,705.83984,0.6826172,954.80664,633.0586,0.6826172,1059.4927,675.7317,0.63720703,1053.707,593.6133,0.18933105
31,1142.4883,740.3032,0.3178711,1073.7578,712.66797,0.109313965,1066.8252,668.4243,0.14404297,1000.8047,580.3301,0.05328369,1004.26416,494.82422,0.69384766,1030.1875,453.73242,0.59375,1043.1191,307.28467,0.47583008,1173.3027,675.2344,0.2578125,1201.2031,693.85547,0.78515625,1040.7656,730.54297,0.30981445,1054.8438,745.6914,0.18139648,961.26953,696.3633,0.37182617,957.96387,633.0586,0.64990234,1002.53906,675.7317,0.3034668,1001.3047,619.9414,0.26733398
32,1142.4883,740.3032,0.13708496,1031.2266,673.31445,0.13439941,1061.25,668.4243,0.11682129,974.33984,558.03906,0.037078857,986.45605,493.34668,0.27124023,1015.28906,452.3296,0.68652344,1040.457,306.5293,0.5263672,1141.6562,669.3672,0.31079102,1201.2031,693.85547,0.64990234,1031.248,726.22266,0.30908203,1037.3398,730.584,0.33984375,961.26953,680.57227,0.4477539,957.96387,609.1133,0.43701172,974.5469,703.5039,0.12243652,956.6714,647.0137,0.17834473
33,1035.7749,740.3032,0.19006348,1008.7422,665.5488,0.11401367,1057.5742,655.08984,0.16540527,964.79004,550.6738,0.13330078,978.3428,494.58984,0.22949219,1007.4199,452.20703,0.68408203,1033.1504,307.28467,0.57958984,649.46094,669.3672,0.4584961,1172.3696,693.85547,0.62402344,977.9961,726.22266,0.3540039,1011.0127,730.584,0.3491211,899.5615,608.28125,0.4855957,944.5488,591.0488,0.47387695,964.2749,703.5039,0.18164062,955.6987,648.5,0.25634766
34,953.10547,736.1289,0.09442139,995.7073,665.5488,0.124816895,971.72363,624.3906,0.08795166,957.8086,558.03906,0.17138672,968.7969,494.27148,0.47021484,1000.78906,452.20703,0.74316406,1032.2754,308.86523,0.58496094,649.46094,669.3672,0.1508789,1139.8303,875.5962,0.19250488,966.5586,730.54297,0.27563477,979.5508,730.584,0.34545898,872.78516,608.28125,0.52685547,896.375,591.0488,0.5151367,964.2749,700.8838,0.21044922,955.6987,649.5156,0.39086914
35,902.0449,713.9199,0.045410156,995.7073,673.31445,0.20690918,964.43335,624.3906,0.09362793,957.8086,558.03906,0.4272461,962.4844,494.27148,0.7055664,990.78125,452.20703,0.7133789,1023.9961,308.86523,0.63671875,649.46094,583.5215,0.16638184,885.41016,875.5962,0.14099121,961.0586,726.22266,0.28466797,969.98047,742.2578,0.30444336,841.51953,608.28125,0.48876953,875.72974,596.1476,0.53564453,964.2749,700.8838,0.24060059,956.6714,652.8247,0.50341797
36,853.06055,722.71875,0.50439453,943.8457,676.6035,0.11706543,960.1836,624.3906,0.19555664,957.8086,565.2422,0.17333984,962.4844,494.58984,0.66552734,989.8711,452.70068,0.7416992,1019.8307,308.86523,0.5986328,649.46094,583.5215,0.16223145,885.41016,875.5962,0.1517334,961.0586,726.22266,0.23840332,961.1211,754.26855,0.4423828,823.09766,613.9707,0.63183594,874.19336,592.39844,0.5410156,991.2383,703.5039,0.63378906,980.5405,653.3867,0.45922852
37,812.1164,720.98047,0.7026367,943.8457,698.7969,0.35180664,960.1836,647.1211,0.5102539,957.8086,587.7698,0.3251953,962.4844,499.57007,0.69873047,989.8711,454.0039,0.7729492,1019.8307,308.86523,0.5258789,882.28125,616.8594,0.06518555,874.8799,614.64844,0.077819824,903.60156,684.16626,0.4699707,926.02734,754.92676,0.45410156,823.09766,613.9707,0.7885742,873.5508,593.3594,0.5205078,1022.1113,707.51733,0.8823242,1003.66016,654.2617,0.6723633
38,812.1164,713.9199,0.81689453,943.8457,698.7969,0.29711914,960.1836,650.55664,0.51953125,968.9707,593.37305,0.5991211,970.2363,507.12354,0.78466797,989.8711,461.31348,0.88720703,1019.8307,307.26953,0.5024414,882.7549,608.8789,0.2442627,885.41016,614.64844,0.21008301,903.60156,684.16626,0.37695312,924.39844,766.6172,0.3955078,823.09766,618.1123,0.6513672,873.5508,596.1476,0.6850586,1052.8066,713.4746,0.74316406,1036.2191,656.7129,0.6767578
39,812.1164,713.9199,0.76220703,946.62305,698.7969,0.36572266,982.76953,655.9414,0.5385742,998.1074,599.6719,0.5395508,997.6719,508.00067,0.875,1003.9989,463.5078,0.80908203,1025.4434,307.26953,0.4794922,883.96094,608.8789,0.51708984,890.57324,610.0586,0.087768555,903.60156,684.16626,0.4633789,924.39844,766.6172,0.4272461,823.83984,625.0742,0.7260742,873.5508,596.1476,0.59375,1105.1562,714.1162,0.7680664,1089.5703,662.3711,0.66748047
40,812.1164,711.2207,0.6958008,1005.11816,701.4219,0.3466797,982.76953,655.9414,0.2097168,1036.363,599.8633,0.7573242,1030.6406,516.51025,0.81933594,1021.8174,463.76172,0.7871094,1032.6113,308.72852,0.39868164,889.9824,608.8789,0.060760498,912.2969,610.0586,0.19335938,991.59766,716.1204,0.75878906,926.02734,766.6172,0.46777344,882.3828,633.9824,0.6464844,918.5137,614.7344,0.48657227,1159.4844,716.41235,0.70410156,1140.7402,664.834,0.51904297
